sample_record_identifier,source,date_searched,search_engine,search_terms,type_of_record,language,where_in_text?,doi,specimen record,paper title,life_stage,further_description,uku_present1_absent0,region,island,site,station,habitat_type,latitude_start_dd,longitude_start_dd,latitude_end_dd ,longitude_end_dd ,dms_or_dd,collection_date,collection_month,collection_day,collection_year,cruise_dates,ship_name,cruise_number,sampling_method,sampling_method_mesh_size_um,sampling_method_net_area_m2,sampling_method_net_diamteter_m,sampling_method_net_length_m,sampling method_tow_speed_no_unit,sampling method_tow_speed_unit,sampling_method_tow_time_minutes,sampling_distance_km_per_net_from_distance,sampling_distance_km_per_net_from_time,sampling_method_notes,sampling_method_tow_type,day_night,collection_depth_m_min,collection_depth_m_max,max_cast_depth(m),number_of_individuals,tow_id,number_of_uku_per_Vm^3,V_in_m^3,whole_part_or_DNA?,specimen_location,collected_by_person,identified_by_person,identified_by_insitiution,spawn_peak,avg_fork_length_mm_from_lot,length_mm,length_type,indiv_fork_length_mm,avg_standard_length_from_lot,indiv_standard_length_mm,indiv_total_length_mm,estimated_age_days,growth_model_used,visual_of_larvae,link_to_paper,community_composition,distance_to_shore_nm,prey_items_present_Y_N,which_prey_items,link_to_cruise_ctd_metadata,ctd_latitude,ctd_longitude,ctd_coord_type,ctd_date,notes,temp_at_colllection_depth,sal_at_depth,min_possible_temp,max_possible_temp,do,bottom depth_m,bottom_depth_method,number_of_nonuku_individuals_from tow,LAT_DD_JL,LON_DD_JL,Depth_m_v21_50m,Depth_m_v21_1km,Dist2Shore_m,Near_Island,X_shore,Y_shore,DistTo30m_m,X_30m,Y_30m
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station1_tow 1","Leis and Watson in U.R.S. Research Co., 1972",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,1,"nearshore, ""mostly dead massive coral""",21.362308800,-158.13401000000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 1,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station1_tow 1",0,446.2,,,,,,6,,,,,,,,,,,,,0.04,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27.5,28,,,,47,21.362308800,-158.13401000000,-1,-1,68.56147604,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station1_tow 2","Leis and Watson in U.R.S. Research Co., 1978",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,1,"nearshore, ""mostly dead massive coral""",21.362308800,-158.13401000000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 2,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station1_tow 2",0,504.3,,,,,,6,,,,,,,,,,,,,0.04,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27.5,28,,,,29,21.362308800,-158.13401000000,-1,-1,68.56147604,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station1_tow 3","Leis and Watson in U.R.S. Research Co., 1984",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,1,"nearshore, ""mostly dead massive coral""",21.362308800,-158.13401000000,,,dd,7/6/1972,7,6,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 3,,night,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station1_tow 3",0,453.6,,,,,,6,,,,,,,,,,,,,0.04,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27.5,28,,,,305,21.362308800,-158.13401000000,-1,-1,68.56147604,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station2_tow 1","Leis and Watson in U.R.S. Research Co., 1973",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,2,"nearshore, massive reef",21.354065200,-158.13066030000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 1,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station2_tow 1",0,521.6,,,,,,6,,,,,,,,,,,,,0.03,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27.5,30,,,,19,21.354065200,-158.13066030000,-1,-1,63.1084394,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station2_tow 2","Leis and Watson in U.R.S. Research Co., 1979",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,2,"nearshore, massive reef",21.354065200,-158.13066030000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 2,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station2_tow 2",0,597,,,,,,6,,,,,,,,,,,,,0.03,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27.5,30,,,,1,21.354065200,-158.13066030000,-1,-1,63.1084394,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station3_tow 2","Leis and Watson in U.R.S. Research Co., 1980",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,3,"nearshore, thin sand and coral",21.348024900,-158.13086420000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 2,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station3_tow 2",0,374,,,,,,6,,,,,,,,,,,,,0.09,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,26.5,28,,,,5,21.348024900,-158.13086420000,-1,-1,160.4987855,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station3_tow 3","Leis and Watson in U.R.S. Research Co., 1986",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,3,"nearshore, thin sand and coral",21.348024900,-158.13086420000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 3,,night,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station3_tow 3",0,588.3,,,,,,6,,,,,,,,,,,,,0.09,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,26.5,28,,,,980,21.348024900,-158.13086420000,-1,-1,160.4987855,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station4_tow 1","Leis and Watson in U.R.S. Research Co., 1975",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,4,"nearshore, thin sand and coral",21.353336300,-158.13303470000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 1,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station4_tow 1",0,346.1,,,,,,6,,,,,,,,,,,,,0.17,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27,28,,,,53,21.353336300,-158.13303470000,-3,-3,306.971136,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station4_tow 2","Leis and Watson in U.R.S. Research Co., 1981",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,4,"nearshore, thin sand and coral",21.353336300,-158.13303470000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 2,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station4_tow 2",0,390.6,,,,,,6,,,,,,,,,,,,,0.17,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27,28,,,,43,21.353336300,-158.13303470000,-3,-3,306.971136,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station4_tow 3","Leis and Watson in U.R.S. Research Co., 1987",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,4,"nearshore, thin sand and coral",21.353336300,-158.13303470000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 3,,night,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station4_tow 3",0,725.5,,,,,,6,,,,,,,,,,,,,0.17,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27,28,,,,568,21.353336300,-158.13303470000,-3,-3,306.971136,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station4_tow 4","Leis and Watson in U.R.S. Research Co., 1993",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,4,"nearshore, thin sand and coral",21.353336300,-158.13303470000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 4,,night,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station4_tow 4",0,401.7,,,,,,6,,,,,,,,,,,,,0.17,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27,28,,,,327,21.353336300,-158.13303470000,-3,-3,306.971136,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station5_tow 1","Leis and Watson in U.R.S. Research Co., 1976",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,5,"nearshore, sandy bottom",21.351520100,-158.13810500000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 1,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station5_tow 1",0,487,,,,,,6,,,,,,,,,,,,,0.43,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,26,26.5,,,,17,21.351520100,-158.13810500000,-23,-23,797.0362161,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station5_tow 2","Leis and Watson in U.R.S. Research Co., 1982",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,5,"nearshore, sandy bottom",21.351520100,-158.13810500000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 2,,day,0,1,1.00,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station5_tow 2",0,423.9,,,,,,6,,,,,,,,,,,,,0.43,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,26,26.5,,,,8,21.351520100,-158.13810500000,-23,-23,797.0362161,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station6_tow 1","Leis and Watson in U.R.S. Research Co., 1977",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,6,"nearshore, reef",21.350649000,-158.14018440000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 1,,day,7.6,9.1,9.10,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station6_tow 1",0,257.1,,,,,,6,,,,,,,,,,,,,0.53,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27,27.5,,,,,21.350649000,-158.14018440000,-27,-27,988.1145465,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station6_tow 2","Leis and Watson in U.R.S. Research Co., 1983",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,6,"nearshore, reef",21.350649000,-158.14018440000,,,dd,7/5/1972,7,5,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 2,,day,7.6,9.1,9.10,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station6_tow 2",0,286.9,,,,,,6,,,,,,,,,,,,,0.53,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27,27.5,,,,,21.350649000,-158.14018440000,-27,-27,988.1145465,Oahu,,,,,
"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station6_tow 4","Leis and Watson in U.R.S. Research Co., 1995",11/22/2021,UHM Library,"electric, URS, 1970-1980",environmental impact report,english,whole text,,none,Marine Environment Baseline Report for Hawaiian Electric Company,,,0,Main Hawaiian Islands,Oahu,Kahe Point,6,"nearshore, reef",21.350649000,-158.14018440000,,,dd,7/6/1972,7,6,1972,07/05/1972-07/06/1972,URS_Zooplankton_1972,"Leis and Watson in U.R.S. Research Co., 1972",1 meter net,505,0.7853981634,1,,,,10,,,tow 4,,night,7.6,9.1,9.10,0,"URS_Zooplankton_1972_Leis and Watson in U.R.S. Research Co., 1972station6_tow 4",0,118.7,,,,,,6,,,,,,,,,,,,,0.53,,,,,,,,"volume is of subsample that ws actually assessed taxonomically, from table 5-1, day time temps",,,27,27.5,,,,,21.350649000,-158.14018440000,-27,-27,988.1145465,Oahu,,,,,
USNM 322279,3,24/06/2021,Smithsonian Museum Collections,"""Aprion virescens""",museum collection record,English,"museum record, NA","https://collections.nmnh.si.edu/search/fishes/#:~:text=http%3A//n2t.net/ark%3A/65665/35bc3ec3b,%C2%A0",USNM 322279,Pacific Oceanic FIshery Investigations (POFI) expedition,larv,"""larval tank 01""",1,Main Hawaiian Islands,Lanai,leeward of Lanai,TC 32-64,"leeward, pelagic",20.718300000,-156.96800000000,NA,NA,dd,10/09/1967,10,9,1967,NA,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,Anchovy #2; Cobb Pelagic Trawl,,night,7,13,13,1,Townsend Cromwell_10/9/1967_TC 32-64_night,1,2666880.0,whole,Larval Tank 01,"Higgins, B.E.",NA,NA,6,5,5,TL,NA,NA,NA,NA,NA,NA,NA,"https://collections.nmnh.si.edu/search/fishes/#:~:text=http%3A//n2t.net/ark%3A/65665/35bc3ec3b,%C2%A0",NA,0.8423326134,NA,NA,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",20.7183,-156.968,dd,10/09/1967,apprently 1967 was hotter tahn usual,NA,34.78,27.6,27.7,,,,,20.7183,-156.968,-128.916,-162.439,1529.861,Lanai,-156.964,20.73171,1492.031,-156.965,20.73149
USNM 322280,3,24/06/2021,Smithsonian Museum Collections,"""Aprion virescens""",museum collection record,English,"museum record, NA",http://n2t.net/ark:/65665/3bf247b13-c332-4d46-aac7-fe15637002a9,USNM 322280,Pacific Oceanic FIshery Investigations (POFI) expedition,larv,"""larval tank 01""",1,Main Hawaiian Islands,Oahu,inshore off leeward side,TC 32-3,"leeward, pelagic",21.366700000,-158.20300000000,NA,NA,dd,07/13/1967,7,13,1967,NA,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,Anchovy #2; Cobb Pelagic Trawl,,night,15,25,25,1,Townsend Cromwell_7/13/1967_TC 32-3_night,1,2666880.0,whole,Larval Tank 01,"Higgins, B.E.",NA,NA,6,5,5,TL,NA,NA,NA,NA,NA,NA,NA,http://n2t.net/ark:/65665/3bf247b13-c332-4d46-aac7-fe15637002a9,NA,3.779322328,NA,NA,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",21.3667,-158.203,dd,07/13/1967,apprently 1967 was hotter tahn usual,NA,34.84,26.4,26.5,,,,,21.3667,-158.203,-669.782,-601.185,4679.097,Oahu,-158.176,21.40042,3172.64,-158.188,21.3917
USNM 322281,3,24/06/2021,Smithsonian Museum Collections,"""Aprion virescens""",museum collection record,English,"museum record, NA",http://n2t.net/ark:/65665/348654a2f-3a3d-4a98-9246-7de2248d2df7,USNM 322281,Pacific Oceanic FIshery Investigations (POFI) expedition,larv,"""larval tank 01""",1,Main Hawaiian Islands,Oahu,"offshore, 30 miles southwest Barbers Point, Oahu",TC 32-26-1,"leeward, pelagic",20.998300000,-158.49700000000,NA,NA,dd,07/23/1967,7,23,1967,NA,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,Anchovy #2; Cobb Pelagic Trawl,,night,78,122,122,1,Townsend Cromwell_7/23/1967_TC 32-26-1_night,1,2666880.0,whole,Larval Tank 01,"Higgins, B.E.",NA,NA,6,5,5,TL,NA,NA,NA,NA,NA,NA,NA,http://n2t.net/ark:/65665/348654a2f-3a3d-4a98-9246-7de2248d2df7,NA,26.06429192,NA,NA,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",20.9983,-158.497,dd,07/23/1967,apprently 1967 was hotter tahn usual,NA,34.86,23.6,26.8,,,,,20.9983,-158.497,-3949.02,-3968.85,52156.24,Oahu,-158.111,21.29932,50796.58,-158.12,21.29045
TC8504_002,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-05",larv,none,0,Main Hawaiian Islands,Oahu,W5D1,2,"windward, pelagic",21.538333333,-157.75000000000,,,dmm,9/6/1985,9,6,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_2,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.53833,-157.75,-520.693,-499.236,8479.833,Oahu,-157.763,21.46276,6069.791,-157.794,21.50222
TC8504_004,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-06",larv,none,0,Main Hawaiian Islands,Oahu,W5N2,4,"windward, pelagic",21.530000000,-157.76166666667,,,dmm,9/7/1985,9,7,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8504_4,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.53,-157.762,-425.185,-388.719,7446.166,Oahu,-157.763,21.46276,4553.748,-157.794,21.50222
TC8504_005,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-07",larv,none,0,Main Hawaiian Islands,Oahu,W5D2,5,"windward, pelagic",21.550000000,-157.77666666667,,,dmm,9/7/1985,9,7,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.55,-157.777,-507.068,-417.994,6485.283,Oahu,-157.835,21.52929,4510.629,-157.819,21.54174
TC8504_007,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-08",larv,none,0,Main Hawaiian Islands,Oahu,W2D1,7,"windward, pelagic",21.535000000,-157.79500000000,,,dmm,9/7/1985,9,7,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,21.535,-157.795,-143.873,-106.309,4175.958,Oahu,-157.834,21.52694,2009.612,-157.81,21.5237
TC8504_009,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-09",larv,none,0,Main Hawaiian Islands,Oahu,W2N1,9,"windward, pelagic",21.536666667,-157.78500000000,,,dmm,9/7/1985,9,7,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8504_9,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,21.53667,-157.785,-262.95,-244.477,5227.58,Oahu,-157.834,21.52694,2972.049,-157.81,21.52288
TC8504_012,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-10",larv,none,0,Main Hawaiian Islands,Oahu,W15D2,12,"windward, pelagic",21.526666667,-157.58833333333,,,dmm,9/8/1985,9,8,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_12,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.52667,-157.588,-1624.19,-1664.62,15780.73,Oahu,-157.722,21.45887,13607.69,-157.708,21.47705
TC8504_013,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-11",larv,none,0,Main Hawaiian Islands,Oahu,W15D2,13,"windward, pelagic",21.530000000,-157.57333333333,,,dmm,9/8/1985,9,8,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_13,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.53,-157.573,-1554.27,-1619.72,17328.37,Oahu,-157.722,21.45887,15181.31,-157.708,21.47705
TC8504_025,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-12",larv,none,0,Main Hawaiian Islands,Oahu,L5D1,25,"leeward, pelagic",21.341666667,-158.20166666667,,,dmm,9/10/1985,9,10,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_25,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.34167,-158.202,-1021.63,-1012.87,6947.289,Oahu,-158.172,21.39812,5627.213,-158.182,21.38908
TC8504_026,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-13",larv,none,0,Main Hawaiian Islands,Oahu,L5N1,26,"leeward, pelagic",21.325000000,-158.19166666667,,,dmm,9/10/1985,9,10,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8504_26,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.325,-158.192,-1024.92,-979.276,6818.601,Oahu,-158.129,21.34262,5172.751,-158.143,21.33439
TC8504_027,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-14",larv,none,0,Main Hawaiian Islands,Oahu,L5N2,27,"leeward, pelagic",21.336666667,-158.17833333333,,,dmm,9/11/1985,9,11,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8504_27,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.33667,-158.178,-864.429,-840.205,5189.834,Oahu,-158.129,21.34521,3629.68,-158.143,21.33755
TC8504_028,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-15",larv,none,0,Main Hawaiian Islands,Oahu,L5D2,28,"leeward, pelagic",21.341666667,-158.21333333333,,,dmm,9/11/1985,9,11,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_28,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.34167,-158.213,-1117.24,-1082.11,7550.426,Oahu,-158.173,21.39857,6124.926,-158.187,21.39123
